Brand,Laptop_Model_Name,Laptop_Model_Number,Processor_Brand,Processor_Model,Storage_Type,Operating_System,Display_Resolution,Extracted_Rating,Battery_Life(Hours_Upto),No_Of_Reviews,Price,Stock,Time_Of_Extraction,URL,Source,Storage_Capacity(GB),RAM(GB),Display_Size(Inches),Laptop_Weight(Pounds),Laptop_Dimensions,image_src
ASUS,"Vivobook 16 M1605 16"" Laptop - AMD Ryzen 5 with 8GB Memory - 512 GB SSD",M1605YA-ES52,AMD,AMD Ryzen 5 7000 Series,SSD,Windows 11 Home,1920 x 1200 (WUXGA),4.3,,(3 Reviews),599.99,yes,2024-12-05 03:53:35,https://www.bestbuy.com/site/asus-vivobook-16-m1605-16-laptop-amd-ryzen-5-with-8gb-memory-512-gb-ssd-indie-black/6542088.p?skuId=6542088,BestBuy,512,8,16.0,4.14,0.78 x 14 1/10 x 9 4/5 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/35366e3a-103d-4948-a16e-3d8756da2db1.jpg;maxHeight=640;maxWidth=550;format=webp
Acer,Swift X 14” OLED 2880 x 1800 120Hz HDR500 Laptop – Intel i7-13700H with 16GB LPDDR5– GeForce RTX 4050– 1TB  SSD,SFX14-71G-76LC,Intel,Intel 13th Generation Core i7,SSD,Windows 11 Home,2880 x 1800,4.0,10.0,(1 Review on  Acer America Corporation),1499.99,yes,2024-12-05 03:53:41,https://www.bestbuy.com/site/acer-swift-x-14-oled-2880-x-1800-120hz-hdr500-laptop-intel-i7-13700h-with-16gb-lpddr5-geforce-rtx-4050-1tb-ssd-steel-gray/6551123.p?skuId=6551123,BestBuy,1000,16,14.5,3.42,0.7 x 12.71 x 8.98 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6551/6551123_sd.jpg;maxHeight=640;maxWidth=550;format=webp
Lenovo,"ThinkPad X1 2-in-1 G9 14"" TouchScreen Laptop - Core Ultra 5 with 16GB Memory - 512GB SSD",21KE005PUS,Intel,Intel Core Ultra 5 Series 1,SSD,Windows 11 Pro,1920 x 1200 (WUXGA),,,Be the first to write a review,1798.99,yes,2024-12-05 03:53:48,https://www.bestbuy.com/site/lenovo-thinkpad-x1-2-in-1-g9-14-touchscreen-laptop-core-ultra-5-with-16gb-memory-512gb-ssd-gray/6593190.p?skuId=6593190,BestBuy,512,16,14.0,2.97,2.9 x 11.4 x 17.5 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/14dc36c0-9fb2-41bb-b4f1-7fabb5cfc9b9.jpg;maxHeight=640;maxWidth=550;format=webp
MSI,"Creator 16 AI Studio A1V 16"" Laptop - Intel Core Ultra 9 with 64GB Memory - 2 TB SSD",C1614074,Intel,Intel Core Ultra 9 Series 1,SSD,Windows 11 Pro,3840 x 2400,,,Be the first to write a review,3768.99,yes,2024-12-05 03:53:54,https://www.bestbuy.com/site/msi-creator-16-ai-studio-a1v-16-laptop-intel-core-ultra-9-with-64gb-memory-2-tb-ssd-lunar-gray-gray/6578609.p?skuId=6578609,BestBuy,2000,64,16.0,4.39,0.79 x 14 x 10 1/5 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6578/6578609_sd.jpg;maxHeight=640;maxWidth=550;format=webp
Lenovo,"ThinkPad X13 Yoga Gen 4 2 in 1 13.3"" Touch-screen Laptop- i5 with 16GB memory- 256GB SSD",21F2000HUS,Intel,Intel 13th Generation Core i5,SSD,Windows 11 Pro,1920 x 1200 (WUXGA),4.7,11.2,(3 Reviews on lenovo.com),1509.99,yes,2024-12-05 03:54:00,https://www.bestbuy.com/site/lenovo-thinkpad-x13-yoga-gen-4-2-in-1-13-3-touch-screen-laptop-i5-with-16gb-memory-256gb-ssd-gray/6550051.p?skuId=6550051,BestBuy,256,16,13.3,2.66,11.88 x 0.65 x 8.45 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6550/6550051cv10d.jpg;maxHeight=640;maxWidth=550;format=webp
Acer,"Swift X 16 - 16"" 2560x1600 165Hz Laptop – AMD Ryzen 7 7840HS with 16GB LPDDR5 - NVIDIA GeForce RTX 3050 - 1TB SSD",SFX16-61G-R9VD,AMD,AMD Ryzen 7 7000 Series,SSD,Windows 11 Home,2560 x 1600,4.0,10.0,(7 Reviews on  Acer America Corporation),1249.99,yes,2024-12-05 03:54:06,https://www.bestbuy.com/site/acer-swift-x-16-16-2560x1600-165hz-laptop-amd-ryzen-7-7840hs-with-16gb-lpddr5-nvidia-geforce-rtx-3050-1tb-ssd-steel-gray/6551129.p?skuId=6551129,BestBuy,1000,16,16.0,4.19,0.7 x 14.02 x 9.81 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6551/6551129_sd.jpg;maxHeight=640;maxWidth=550;format=webp
Lenovo,"Lenovo ThinkPad T14 Gen 3 14"" Intel i5-1250P 16GB RAM, 512GB SSD, Windows 11 Pro- Refurbished",LN.T14G3.I5.1250P.16.256.W11P,Intel,Intel 12th Generation Core i5,SSD,Windows 11 Pro,1900 x 1200 (WUXGA),,,Be the first to write a review,509.99,yes,2024-12-05 03:54:12,https://www.bestbuy.com/site/lenovo-thinkpad-t14-gen-3-14-intel-i5-1250p-16gb-ram-512gb-ssd-windows-11-pro-refurbished-black/6599001.p?skuId=6599001,BestBuy,256,16,14.0,3.26,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/7a0759e2-1119-49e8-b475-6d21faedf1a9.jpg;maxHeight=640;maxWidth=550;format=webp
Lenovo,"ThinkPad T14 Gen 5 14"" Touch - Screen Laptop - Ultra 7 with 16GB Memory - 1TB SSD",21ML0054US,Intel,Intel Core Ultra 7 Series 1,SSD,Windows 11 Pro,1920 x 1200 (WUXGA),,,Be the first to write a review,1879.99,yes,2024-12-05 03:54:18,https://www.bestbuy.com/site/lenovo-thinkpad-t14-gen-5-14-touch-screen-laptop-ultra-7-with-16gb-memory-1tb-ssd-gray/6594383.p?skuId=6594383,BestBuy,1000,16,14.0,3.15,0.7 x 12.44 x 8.81 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/8431270e-4b2b-4aad-b381-37d4e62f82f7.jpg;maxHeight=640;maxWidth=550;format=webp
MSI,"Modern 15 B13M 15.6"" Laptop - Intel Core i7 with 16GB Memory - 1 TB SSD",MOD1513885,Intel,Intel 13th Generation Core i7,SSD,Windows 11 Pro,1920 x 1080 (Full HD),,,Be the first to write a review,949.0,yes,2024-12-05 03:54:24,https://www.bestbuy.com/site/msi-modern-15-b13m-15-6-laptop-intel-core-i7-with-16gb-memory-1-tb-ssd-classic-black-black/6595316.p?skuId=6595316,BestBuy,1000,16,15.6,3.75,0.78 x 14 1/10 x 9 1/2 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/9b7cb400-b86f-442b-8296-f5204703be48.jpg;maxHeight=640;maxWidth=550;format=webp
Dell,"5320 13.3"" Refurbished Laptop - Intel 11th Gen Core i7 with 16GB Memory - Intel Iris Xe Graphics - 512GB SSD",5320,Intel,Intel 11th Generation Core i7,SSD,Windows 11 Pro,1920 x 1080 (Full HD),,,Be the first to write a review,583.99,yes,2024-12-05 03:54:29,https://www.bestbuy.com/site/dell-5320-13-3-refurbished-laptop-intel-11th-gen-core-i7-with-16gb-memory-intel-iris-xe-graphics-512gb-ssd-black/6599194.p?skuId=6599194,BestBuy,512,16,13.3,2.61,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/a8930908-7227-4b5d-94af-c4b939d8c389.jpg;maxHeight=640;maxWidth=550;format=webp
Dell,"XPS 13 9000 13.4"" LCD 1920 x 1200 (Full HD Plus) Laptop - Intel Core Ultra 7 with 16GB Memory - 512 GB SSD",6F5CN,Intel,Intel Core Ultra 7 Series 1,SSD,Windows 11 Pro,1920 x 1200 (WUXGA),,,Be the first to write a review,1489.99,yes,2024-12-05 03:54:35,https://www.bestbuy.com/site/dell-xps-13-9000-13-4-lcd-1920-x-1200-full-hd-plus-laptop-intel-core-ultra-7-with-16gb-memory-512-gb-ssd-platinum-gray/6600426.p?skuId=6600426,BestBuy,512,16,13.4,2.62,0.6 x 11 3/5 x 7 4/5 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/b4b30543-bf86-480c-9ed7-5c0bd88cac20.jpg;maxHeight=640;maxWidth=550;format=webp
MSI,"Commercial 14 H A13MG 14"" Laptop - Intel Core i5 with 16GB Memory - 512 GB SSD",COM1413002,Intel,Intel 13th Generation Core i5,SSD,Windows 11 Pro,1920 x 1200 (WUXGA),,,Be the first to write a review,899.99,yes,2024-12-05 03:54:41,https://www.bestbuy.com/site/msi-commercial-14-h-a13mg-14-laptop-intel-core-i5-with-16gb-memory-512-gb-ssd-solid-gray-gray/6571763.p?skuId=6571763,BestBuy,512,16,14.0,3.31,0.73 x 12 2/5 x 9 3/10 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6571/6571763_sd.jpg;maxHeight=640;maxWidth=550;format=webp
MSI,"Stealth 14 AI 14"" 165Hz FHD+ Ultra Thin Gaming Laptop-Intel Core Ultra7-155H with 16GB Memory-RTX 4060-1TB SSD",STEALTH14A1068,Intel,Intel Core Ultra 7 Series 1,SSD,Windows 11 Home,1920 x 1200 (Full HD+),,,Be the first to write a review,1599.99,yes,2024-12-05 03:54:48,https://www.bestbuy.com/site/msi-stealth-14-ai-14-165hz-fhd-ultra-thin-gaming-laptop-intel-core-ultra7-155h-with-16gb-memory-rtx-4060-1tb-ssd-star-blue/6575348.p?skuId=6575348,BestBuy,1000,16,14.0,3.75,0.75 x 12.4 x 9.69 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/d6fa2d09-f243-4277-a5c2-a2bd0a8cfb70.jpg;maxHeight=640;maxWidth=550;format=webp
Samsung,"Samsung -  Galaxy Book4 360 15.6"" Touch-Screen Laptop - Core i5 with 16GB Memory -  256GB SSD",NP754QGK-KS3US,Intel,Intel Core i5 14th Generation,SSD,Windows 11 Pro,1920 x 1080 (Full HD),,,Be the first to write a review,1249.99,yes,2024-12-05 03:54:54,https://www.bestbuy.com/site/samsung-galaxy-book4-360-15-6-touch-screen-laptop-core-i5-with-16gb-memory-256gb-ssd-silver/6600447.p?skuId=6600447,BestBuy,256,16,15.6,3.22,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/885826ce-6812-4eab-a9f7-e8b85a2c1bab.jpg;maxHeight=640;maxWidth=550;format=webp
Lenovo,"ThinkPad T14 Gen 5 14"" Touch - Screen Laptop - AMD Ryzen 7 PRO with 32GB Memory - 512GB SSD",21MC000HUS,AMD,AMD Ryzen 7 8000 Series,SSD,Windows 11 Pro,1920 x 1200 (WUXGA),,,Be the first to write a review,1379.99,yes,2024-12-05 03:55:00,https://www.bestbuy.com/site/lenovo-thinkpad-t14-gen-5-14-touch-screen-laptop-amd-ryzen-7-pro-with-32gb-memory-512gb-ssd-black/6594384.p?skuId=6594384,BestBuy,512,32,14.0,3.06,0.7 x 12.44 x 8.81 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/a782112f-bd34-4eb9-a59f-ad925da7ad71.jpg;maxHeight=640;maxWidth=550;format=webp
Dell,"Latitude 7000 14"" Laptop - Intel Core Ultra 7 with 32GB Memory - 512 GB SSD",VPC7T,Intel,Intel Core Ultra 7 Series 1,SSD,Windows 11 Pro,1920 x 1200 (WUXGA),,,Be the first to write a review,2079.99,yes,2024-12-05 03:55:05,https://www.bestbuy.com/site/dell-latitude-7000-14-laptop-intel-core-ultra-7-with-32gb-memory-512-gb-ssd-titan-gray-gray/6585413.p?skuId=6585413,BestBuy,512,32,14.0,3.3,13 1/2 x 2 3/5 x 15 7/10 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/f5de5bd4-b82a-4451-bfb6-00a5193e1842.jpg;maxHeight=640;maxWidth=550;format=webp
MSI,"Vector 17 HX A14V 17"" 240 Hz Gaming Laptop 2560 x 1600 (QHD+) - Intel 14th Gen Core i9 i9-14900HX with 32GB Memory",VECTOR17A1649,Intel,Intel Core i9 14th Generation,SSD,Windows 11 Pro,2560 x 1600,5.0,,(1 Review),2799.99,yes,2024-12-05 03:55:10,https://www.bestbuy.com/site/msi-vector-17-hx-a14v-17-240-hz-gaming-laptop-2560-x-1600-qhd--intel-14th-gen-core-i9-i9-14900hx-with-32gb-memory-cosmo-gray-gray/6578598.p?skuId=6578598,BestBuy,1000,32,17.0,6.61,1 4/25 x 15 x 11 7/10 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6578/6578598_sd.jpg;maxHeight=640;maxWidth=550;format=webp
Lenovo,"Lenovo ThinkPad E16 Gen 2 16"" Touch-Screen Laptop - Core Ultra 5 with 16GB Memory - 512GB SSD",21MA0004US,Intel,Intel Core Ultra 5 Series 1,SSD,Windows 11 Pro,1900 x 1200 (WUXGA),,10.0,Be the first to write a review,1019.99,yes,2024-12-05 03:55:16,https://www.bestbuy.com/site/lenovo-thinkpad-e16-gen-2-16-touch-screen-laptop-core-ultra-5-with-16gb-memory-512gb-ssd-black/6589821.p?skuId=6589821,BestBuy,512,16,16.0,3.99,0.78 x 14.02 x 9.75 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/f8c92aa8-0ed7-42c3-81e2-c5de5ab00d5e.jpg;maxHeight=640;maxWidth=550;format=webp
MSI,"Creator 16 AI Studio A1V 16"" Laptop - Intel Core Ultra 9 with 32GB Memory - 1 TB SSD",C1614073,Intel,Intel Core Ultra 9 Series 1,SSD,Windows 11 Home,3840 x 2400,4.0,,(2 Reviews),2841.99,yes,2024-12-05 03:55:21,https://www.bestbuy.com/site/msi-creator-16-ai-studio-a1v-16-laptop-intel-core-ultra-9-with-32gb-memory-1-tb-ssd-lunar-gray-gray/6578601.p?skuId=6578601,BestBuy,1000,32,16.0,4.39,0.79 x 14 x 10 1/5 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6578/6578601_sd.jpg;maxHeight=640;maxWidth=550;format=webp
MSI,"Stealth 16 AI Studio A13V 16"" 120 Hz Gaming Laptop 3840 x 2400 (UHD+) - Intel Core Ultra 9 185H with 64GB Memory",STEALTH16A1026,Intel,Intel Core Ultra 9 Series 1,SSD,Windows 11 Pro,3840 x 2400,4.0,,(1 Review),4037.99,yes,2024-12-05 03:55:27,https://www.bestbuy.com/site/msi-stealth-16-ai-studio-a13v-16-120-hz-gaming-laptop-3840-x-2400-uhd--intel-core-ultra-9-185h-with-64gb-memory-star-blue-blue/6578603.p?skuId=6578603,BestBuy,2000,64,16.0,4.39,0.85 x 14 x 10 1/5 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6578/6578603_sd.jpg;maxHeight=640;maxWidth=550;format=webp
MSI,"Raider 17.3"" 360Hz Gaming Laptop - Intel Core i7 12700H with 32GB Memory - NVIDIA GeForce RTX 3070Ti with 8GB - 1TB SSD",RAIDERGE7612201,Intel,Intel 12th Generation Core i7,SSD,Windows 11 Home,1920 x 1080 (Full HD),5.0,,(1 Review),1999.99,yes,2024-12-05 03:55:35,https://www.bestbuy.com/site/msi-raider-17-3-360hz-gaming-laptop-intel-core-i7-12700h-with-32gb-memory-nvidia-geforce-rtx-3070ti-with-8gb-1tb-ssd-titanium-blue/6563151.p?skuId=6563151,BestBuy,1000,32,17.3,6.39,1.02 x 15.63 x 11.18 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/2450ad42-5dd9-4979-865e-5230d3fa7cdd.jpg;maxHeight=640;maxWidth=550;format=webp
HP,"Refurbished HP EliteBook 840 G7, Core i5-10310U 1.7GHz, 16GB, 512GB M.2-NVMe, 14"" FHD, Win11P64, CAM, A GRADE",EliteBook 840 G7,Intel,Intel 10th Generation Core i5,SSD,Windows 11 Pro,1920 x 1080 (Full HD),4.5,,(2 Reviews),505.99,yes,2024-12-05 03:55:39,https://www.bestbuy.com/site/refurbished-hp-elitebook-840-g7-core-i5-10310u-1-7ghz-16gb-512gb-m-2-nvme-14-fhd-win11p64-cam-a-grade-silver/6560603.p?skuId=6560603,BestBuy,512,16,14.0,2.95,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/c8db091b-1213-4320-82a3-e83d406f4132.jpg;maxHeight=640;maxWidth=550;format=webp
Lenovo,"ThinkPad T14 Gen 5 14"" Touch - Screen Laptop - AMD Ryzen 5 PRO with 16GB Memory - 512GB SSD",21MC000JUS,AMD,AMD Ryzen 5 8000 Series,SSD,Windows 11 Pro,1920 x 1200 (WUXGA),,,Be the first to write a review,1229.99,yes,2024-12-05 03:55:45,https://www.bestbuy.com/site/lenovo-thinkpad-t14-gen-5-14-touch-screen-laptop-amd-ryzen-5-pro-with-16gb-memory-512gb-ssd-gray/6594381.p?skuId=6594381,BestBuy,512,16,14.0,3.15,0.7 x 12.44 x 8.81 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/bb191c7d-fd2f-457b-9be3-3a5c027df727.jpg;maxHeight=640;maxWidth=550;format=webp
Microsoft,GSRF Surface Laptop 4 - 13.5” Touch-Screen – AMD Ryzen 5 Surface Edition – 16GB Memory - 256GB Solid State Drive,GSRF 7IP-00026/7IP-00099,AMD,AMD Ryzen 5 Microsoft Surface Edition,SSD,Windows 11 Home,2256 x 1504,,19.0,Be the first to write a review,719.99,yes,2024-12-05 03:55:54,https://www.bestbuy.com/site/microsoft-gsrf-surface-laptop-4-13-5-touch-screen-amd-ryzen-5-surface-edition-16gb-memory-256gb-solid-state-drive-matte-black/6561101.p?skuId=6561101,BestBuy,256,16,13.5,2.79,0.57 x 12.1 x 8.8 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/cc7fe437-792c-4eb4-bce3-7be793518355.jpg;maxHeight=640;maxWidth=550;format=webp
Dell,"Latitude 7000 14"" Laptop - Intel Core Ultra 7 with 16GB Memory - 512 GB SSD",7KVJY,Intel,Intel Core Ultra 7 Series 1,SSD,Windows 11 Pro,1920 x 1200 (WUXGA),,,Be the first to write a review,1649.99,yes,2024-12-05 03:56:00,https://www.bestbuy.com/site/dell-latitude-7000-14-laptop-intel-core-ultra-7-with-16gb-memory-512-gb-ssd-titan-gray-gray/6595104.p?skuId=6595104,BestBuy,512,16,14.0,3.3,13 1/2 x 2 3/5 x 15 7/10 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/969a61b7-adf0-4a4c-9542-2d1a154cfc6d.jpg;maxHeight=640;maxWidth=550;format=webp
Lenovo,"ThinkPad P14s Gen 5 14"" Laptop - Intel Ultra 5 with 16GB Memory - 512GB SSD",21G2001UUS,Intel,Intel Core Ultra 5 Series 1,SSD,Windows 11 Pro,1920 x 1200 (WUXGA),,,Be the first to write a review,1309.99,yes,2024-12-05 03:56:05,https://www.bestbuy.com/site/lenovo-thinkpad-p14s-gen-5-14-laptop-intel-ultra-5-with-16gb-memory-512gb-ssd-black/6608165.p?skuId=6608165,BestBuy,512,16,14.5,3.55,0.73 x 12.81 x 8.96 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/31c70a6c-5097-4fb2-a086-1207e36c14f3.jpg;maxHeight=640;maxWidth=550;format=webp
MSI,"Raider 16"" 240Hz Gaming Laptop QHD+ - Intel Core i9 13980HX with 32G Memory - NVIDIA GeForce RTX 4090 with 16G - 1T SSD",RAIDERGE6813202,Intel,Intel 13th Generation Core i9,SSD,Windows 11 Home,2560 x 1600,5.0,,(2 Reviews),3499.99,yes,2024-12-05 03:56:12,https://www.bestbuy.com/site/msi-raider-16-240hz-gaming-laptop-qhd-intel-core-i9-13980hx-with-32g-memory-nvidia-geforce-rtx-4090-with-16g-1t-ssd-black/6563157.p?skuId=6563157,BestBuy,1000,32,16.0,5.95,1.1 x 14.06 x 11.18 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6563/6563157_sd.jpg;maxHeight=640;maxWidth=550;format=webp
Lenovo,"ThinkPad T16 Gen 3 16"" Touch - Screen Laptop - Ultra 5 with 16GB Memory - 512GB SSD",21MN005MUS,Intel,Intel Core Ultra 5 Series 1,SSD,Windows 11 Pro,1920 x 1200 (WUXGA),,,Be the first to write a review,1659.99,yes,2024-12-05 03:56:18,https://www.bestbuy.com/site/lenovo-thinkpad-t16-gen-3-16-touch-screen-laptop-ultra-5-with-16gb-memory-512gb-ssd-black/6594392.p?skuId=6594392,BestBuy,512,16,16.0,4.03,0.77 x 14.16 x 9.87 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/ba126127-ddfd-4455-8292-a6a325b24a41.jpg;maxHeight=640;maxWidth=550;format=webp
HP,"HP Zbook Firefly 15 G7 Laptop, Intel i7-10610U 1.8GHZ, 16GB RAM, 256GB SSD  Windows 10 Pro-64- Refurbished",HP.FF15G7.I7.10610U.16.256.10P,Intel,Intel 10th Generation Core i7,SSD,Windows 10 Pro,1920 x 1080 (Full HD),,,Be the first to write a review,489.99,yes,2024-12-05 03:56:26,https://www.bestbuy.com/site/hp-zbook-firefly-15-g7-laptop-intel-i7-10610u-1-8ghz-16gb-ram-256gb-ssd-windows-10-pro-64-refurbished-gray/6598992.p?skuId=6598992,BestBuy,256,16,15.6,3.74,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/99bbfe45-3780-43d7-9625-3fb9046888f3.jpg;maxHeight=640;maxWidth=550;format=webp
Lenovo,"ThinkPad T14 Gen 5 14"" Touch - Screen Laptop - AMD Ryzen 5 PRO with 32GB Memory - 512GB SSD",21MC000LUS,AMD,AMD Ryzen 5 8000 Series,SSD,Windows 11 Pro,1920 x 1200 (WUXGA),,,Be the first to write a review,1319.99,yes,2024-12-05 03:56:32,https://www.bestbuy.com/site/lenovo-thinkpad-t14-gen-5-14-touch-screen-laptop-amd-ryzen-5-pro-with-32gb-memory-512gb-ssd-gray/6594385.p?skuId=6594385,BestBuy,512,32,14.0,3.15,0.7 x 12.44 x 8.81 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/ad13574a-a164-4593-a1f5-0169930ccfe8.jpg;maxHeight=640;maxWidth=550;format=webp
Dell,"Latitude 3000 15.6"" Laptop - Intel Core i5 with 8GB Memory - 256 GB SSD",GCW0D,Intel,Intel 13th Generation Core i5,SSD,Windows 11 Pro,1920 x 1080 (Full HD),,,Be the first to write a review,829.99,yes,2024-12-05 03:56:44,https://www.bestbuy.com/site/dell-latitude-3000-15-6-laptop-intel-core-i5-with-8gb-memory-256-gb-ssd-soft-charcoal-other/6585433.p?skuId=6585433,BestBuy,256,8,15.6,3.79,13 9/10 x 2 3/5 x 17 3/5 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6585/6585433_rd.jpg;maxHeight=640;maxWidth=550;format=webp
HP,"HP Zbook Firefly 15 G8 Laptop, Intel i7-1185G7 3.0GHZ, 16GB RAM, 256GB SSD  Windows 10 Pro-64- Refurbished",HP.FF15G8.I7.1185G7.16.256.10P,Intel,Intel 11th Generation Core i7,SSD,Windows 10 Pro,1920 x 1080 (Full HD),,,Be the first to write a review,509.99,yes,2024-12-05 03:56:49,https://www.bestbuy.com/site/hp-zbook-firefly-15-g8-laptop-intel-i7-1185g7-3-0ghz-16gb-ram-256gb-ssd-windows-10-pro-64-refurbished-gray/6598993.p?skuId=6598993,BestBuy,256,16,15.6,3.74,,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/2c7f44f0-52f5-40c8-91c0-bc031ee5d217.jpg;maxHeight=640;maxWidth=550;format=webp
Dell,"Latitude 5000 14"" Laptop - Intel Core Ultra 5 with 16GB Memory - 512 GB SSD",WWMYN,Intel,Intel Core Ultra 5 Series 1,SSD,Windows 11 Pro,1920 x 1080 (Full HD),,,Be the first to write a review,1189.99,yes,2024-12-05 03:56:57,https://www.bestbuy.com/site/dell-latitude-5000-14-laptop-intel-core-ultra-5-with-16gb-memory-512-gb-ssd-titan-gray-gray/6600435.p?skuId=6600435,BestBuy,512,16,14.0,3.3,13 1/2 x 2 1/2 x 15 7/10 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/c34facc8-9e8b-49fb-befe-6959084e3ccf.jpg;maxHeight=640;maxWidth=550;format=webp
HP,"14-em0000 14"" 1366 x 768 (HD) Laptop - AMD Ryzen 3 with 4GB Memory - 256 GB SSD",9X8B2UA#ABA,AMD,AMD Ryzen 3 7000 Series,SSD,Windows 11 Home,1366 x 768 (HD),4.1,,(18 Reviews on hp.com),379.99,yes,2024-12-05 03:57:08,https://www.bestbuy.com/site/hp-14-em0000-14-1366-x-768-hd-laptop-amd-ryzen-3-with-4gb-memory-256-gb-ssd-natural-silver-silver/6600394.p?skuId=6600394,BestBuy,256,4,14.0,3.09,1 7/25 x 12 7/10 x 8 1/2 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/48964e8c-6c97-496f-958a-f4afcdc1b9d9.jpg;maxHeight=640;maxWidth=550;format=webp
Dell,"Latitude 7000 14"" Laptop - Intel Core Ultra 5 with 16GB Memory - 256 GB SSD",Y8NNP,Intel,Intel Core Ultra 5 Series 1,SSD,Windows 11 Pro,1920 x 1200 (WUXGA),,,Be the first to write a review,1589.99,yes,2024-12-05 03:57:14,https://www.bestbuy.com/site/dell-latitude-7000-14-laptop-intel-core-ultra-5-with-16gb-memory-256-gb-ssd-blue/6600428.p?skuId=6600428,BestBuy,256,16,14.0,3.3,13 1/2 x 2 3/5 x 15 7/10 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/d3ac0bde-41ac-4a54-a1ab-52d4e68f4a97.jpg;maxHeight=640;maxWidth=550;format=webp
Acer,"Chromebook Spin 512 R856TN 2-in-1 12"" Touch Screen Laptop - Intel with 8GB Memory - 64 GB eMMC",NXKE4AA002,Intel,Intel Processor N200,eMMC,Chrome OS,1366 x 912,,,Be the first to write a review,529.99,yes,2024-12-05 03:57:21,https://www.bestbuy.com/site/acer-chromebook-spin-512-r856tn-2-in-1-12-touch-screen-laptop-intel-with-8gb-memory-64-gb-emmc-shale-black-black/6583260.p?skuId=6583260,BestBuy,64,8,12.0,3.31,0.83 x 11 7/10 x 9 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6583/6583260_rd.jpg;maxHeight=640;maxWidth=550;format=webp
Acer,"TravelMate B3 11 B311-33 11.6"" Laptop - Intel with 8GB Memory - 128 GB SSD",NXVYZAA002,Intel,Intel Processor N200,SSD,Windows 11 Pro,1366 x 768 (HD),,,Be the first to write a review,439.99,yes,2024-12-05 03:57:26,https://www.bestbuy.com/site/acer-travelmate-b3-11-b311-33-11-6-laptop-intel-with-8gb-memory-128-gb-ssd-black/6583278.p?skuId=6583278,BestBuy,128,8,11.6,3.09,0.82 x 11 2/5 x 8 3/10 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/eaeb8e30-daee-4791-a67f-dacb7dbe95e1.jpg;maxHeight=640;maxWidth=550;format=webp
MSI,"Modern 15 B13M 15.6"" Laptop - Intel Core i5 with 16GB Memory - 1 TB SSD",MOD1513886,Intel,Intel 13th Generation Core i5,SSD,Windows 11 Pro,1920 x 1080 (Full HD),,,Be the first to write a review,849.0,yes,2024-12-05 03:57:34,https://www.bestbuy.com/site/msi-modern-15-b13m-15-6-laptop-intel-core-i5-with-16gb-memory-1-tb-ssd-classic-black-black/6595318.p?skuId=6595318,BestBuy,1000,16,15.6,3.75,0.78 x 14 1/10 x 9 1/2 inches,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6fd9cfd6-d0ab-4ba1-82e2-b4f22d0a6ce1.jpg;maxHeight=640;maxWidth=550;format=webp
