Brand,Laptop_Model_Name,Laptop_Model_Number,Processor_Brand,Processor_Model,Storage_Type,Storage_Capacity(GB),Operating_System,Display_Size(Inches),Display_Resolution,Extracted_Rating,Laptop_Dimensions,Stock,Time_Of_Extraction,URL,Source,Laptop_Weight(Pounds),RAM(GB),Battery_Life(Hours_Upto),Price,No_Of_Reviews
Lenovo,15ALC6,15ACL6 | 15ALC7 2,AMD,Ryzen 5 Hexa Core,SSD,512,Windows 11 Home,,1920 x 1080 pixel,4.2,14.14 x 9.31 x 0.78 inches,Yes,2024-11-04 17:15:34,https://www.flipkart.com/lenovo-ideapad-slim-1-amd-ryzen-5-hexa-core-5500u-8-gb-512-gb-ssd-windows-11-home-15acl6-15alc7-2-thin-light-laptop/p/itmfab29c14ba777?pid=COMG9VHHF6HVJPP9&lid=LSTCOMG9VHHF6HVJPP9U213LU&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_36_848&otracker=browse&fm=organic&iid=en_kwPuXzPDRsPDFrX1FKHx40d_3Wmv1bLwJ1NcF1M4owpHcuUsFGCi2yGA7j4cSuC3t0XQVqEk0nrvM53jo69EY_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=vddni65fk00000001730660411199,Flipkart,,8,11.0,395.88,5349.0
HP,15s-ey1508AU,15s-ey1508AU,AMD,Ryzen 3 Dual Core,SSD,256,Windows 11 Home,,1920 x 1080 pixel,3.3,,Yes,2024-11-04 17:15:37,https://www.flipkart.com/hp-amd-ryzen-3-dual-core-8-gb-256-gb-ssd-windows-11-home-15s-ey1508au-thin-light-laptop/p/itm6f077da117c55?pid=COMGYTHNZGHJVGSM&lid=LSTCOMGYTHNZGHJVGSMQFPYMX&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_36_849&otracker=browse&fm=organic&iid=fecee960-1890-4fd0-b5db-de88792a7979.COMGYTHNZGHJVGSM.SEARCH&ppt=None&ppn=None&ssid=vddni65fk00000001730660411199,Flipkart,,8,6.0,383.99,
DELL,Vostro 5625,Vostro 5625,AMD,Ryzen 7 Octa Core,SSD,512,Windows 11 Home,,1920 x 1080 Pixels,4.1,14.02 x 9.88 x 0.61 inches,Yes,2024-11-04 17:15:40,https://www.flipkart.com/dell-vostro-amd-ryzen-7-octa-core-5825u-16-gb-512-gb-ssd-windows-11-home-5625-thin-light-laptop/p/itm6119eaaa73d2c?pid=COMGH8YQ6NGY6EUT&lid=LSTCOMGH8YQ6NGY6EUTAVCCRV&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_36_850&otracker=browse&fm=organic&iid=fecee960-1890-4fd0-b5db-de88792a7979.COMGH8YQ6NGY6EUT.SEARCH&ppt=None&ppn=None&ssid=vddni65fk00000001730660411199,Flipkart,,16,7.0,839.88,10.0
ASUS,E1504FA-LK521WS,E1504FA-LK521WS,AMD,Ryzen 5 Quad Core,SSD,512,Windows 11 Home,15.6,1920 x 1080 Pixel,4.4,14.19 x 9.15 x 0.7 inches,Yes,2024-11-04 17:15:45,https://www.flipkart.com/asus-vivobook-go-15-oled-amd-ryzen-5-quad-core-7520u-8-gb-512-gb-ssd-windows-11-home-e1504fa-lk521ws-thin-light-laptop/p/itm6de111c8a57b9?pid=COMGMGXFT7WWNGYG&lid=LSTCOMGMGXFT7WWNGYGEMFTUI&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_36_851&otracker=browse&fm=organic&iid=en_kwPuXzPDRsPDFrX1FKHx40d_3Wmv1bLwJ1NcF1M4owonXN7HIn4k5g4BqNtawwW5sSo29NpdQ0tML8_aWL1GoPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=vddni65fk00000001730660411199,Flipkart,3.59,8,,527.88,2176.0
ASUS,E1504FA-NJ521WS,E1504FA-NJ521WS,AMD,Ryzen 5 Quad Core,SSD,2048,Windows 11 Home,15.6,1920 x 1080 Pixel,4.2,,Yes,2024-11-04 17:15:47,https://www.flipkart.com/asus-vivobook-go-15-amd-ryzen-5-quad-core-7520u-8-gb-512-gb-ssd-windows-11-home-e1504fa-nj521ws-thin-light-laptop/p/itm454b1b37dbe89?pid=COMGNRNUKRMMXNZQ&lid=LSTCOMGNRNUKRMMXNZQPQADWR&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_36_852&otracker=browse&fm=organic&iid=en_kwPuXzPDRsPDFrX1FKHx40d_3Wmv1bLwJ1NcF1M4owqOI2q--8d84ArYWSIrb4Q-FrCKwZiIcbjrtbmueLrpefUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=vddni65fk00000001730660411199,Flipkart,3.59,8,,443.88,1932.0
ASUS,TP3402VAB-LZ541WS,TP3402VAB-LZ541WS,Intel,Core i5,SSD,512,Windows 11 Home,14.0,1920 x 1200 Pixel,3.8,,Yes,2024-11-04 17:15:51,https://www.flipkart.com/asus-vivobook-s-14-flip-intel-core-i5-13th-gen-1335u-16-gb-512-gb-ssd-windows-11-home-tp3402vab-lz541ws-2-1-laptop/p/itm857f6a5f65283?pid=COMGZDQJRTBCKQ2K&lid=LSTCOMGZDQJRTBCKQ2KQE6WOZ&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_36_853&otracker=browse&fm=organic&iid=fecee960-1890-4fd0-b5db-de88792a7979.COMGZDQJRTBCKQ2K.SEARCH&ppt=None&ppn=None&ssid=vddni65fk00000001730660411199,Flipkart,,16,,935.88,17.0
MICROSOFT,ZHH-00048,ZHH-00048,Qualcomm,Snapdragon X Elite,SSD,512,Windows 11 Home,15.0,2496 x 1664 Pixel,4.7,12.95 x 9.41 x 0.72 inches,Yes,2024-11-04 17:15:54,https://www.flipkart.com/microsoft-surface-laptop-7th-edition-ai-pc-qualcomm-snapdragon-x-elite-16-gb-512-gb-ssd-windows-11-home-zhh-00048/p/itmcf5de60efb322?pid=COMH2ZJ5ZPFSBFSN&lid=LSTCOMH2ZJ5ZPFSBFSNBIIUML&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_36_854&otracker=browse&fm=organic&iid=fecee960-1890-4fd0-b5db-de88792a7979.COMH2ZJ5ZPFSBFSN.SEARCH&ppt=None&ppn=None&ssid=vddni65fk00000001730660411199,Flipkart,3.66,16,15.0,1919.88,
DELL,Inspiron 7420,Inspiron 7420,Intel,Core i5,SSD,512,Windows 11 Home,,1920 x 1080 Pixels,3.5,12.36 x 8.94 x 0.62 inches,Yes,2024-11-04 17:15:57,https://www.flipkart.com/dell-inspiron-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-7420-2-1-laptop/p/itm7f70e04096929?pid=COMGH8YQTDE657TP&lid=LSTCOMGH8YQTDE657TPUU5MMC&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_36_855&otracker=browse&fm=organic&iid=fecee960-1890-4fd0-b5db-de88792a7979.COMGH8YQTDE657TP.SEARCH&ppt=None&ppn=None&ssid=vddni65fk00000001730660411199,Flipkart,,16,7.0,881.88,41.0
DELL,Latitude 3420,3420,Intel,Core i5,SSD,512,Ubuntu,,1920 x 1080 pixel,3.7,,Yes,2024-11-04 17:16:00,https://www.flipkart.com/dell-latitude-14-intel-core-i5-11th-gen-16-gb-512-gb-ssd-ubuntu-3420-business-laptop/p/itmbf1f4ccc8e716?pid=COMGN6HRXZMTXRG8&lid=LSTCOMGN6HRXZMTXRG8IOMDKM&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_36_856&otracker=browse&fm=organic&iid=fecee960-1890-4fd0-b5db-de88792a7979.COMGN6HRXZMTXRG8.SEARCH&ppt=None&ppn=None&ssid=vddni65fk00000001730660411199,Flipkart,,16,,659.88,78.0
Lenovo,15ALC7,15ALC7,AMD,Ryzen 7 Octa Core,SSD,512,Windows 11 Home,,1920 x 1080 Pixel,4.2,,Yes,2024-11-04 17:16:03,https://www.flipkart.com/lenovo-ideapad-1-amd-ryzen-7-octa-core-5700u-16-gb-512-gb-ssd-windows-11-home-15alc7-thin-light-laptop/p/itmfb82af2728c0d?pid=COMHYG8ZDVPTUYYB&lid=LSTCOMHYG8ZDVPTUYYBQHTHWS&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_36_857&otracker=browse&fm=organic&iid=en_kwPuXzPDRsPDFrX1FKHx40d_3Wmv1bLwJ1NcF1M4owp7M3dJ9fDNoO4FZjVa6hx4nw3MYpl7ElXx78qcmgq-1fUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=vddni65fk00000001730660411199,Flipkart,,16,,467.88,122.0
Acer,SFG14-41,SFG14-41,AMD,Ryzen 7 Octa Core,SSD,2048,Windows 11 Home,14.0,1920 x 1080 Pixel,4.3,12.67 x 8.34 x 0.63 inches,Yes,2024-11-04 17:16:06,https://www.flipkart.com/acer-swift-go-14-amd-ryzen-7-octa-core-7730u-16-gb-1-tb-ssd-windows-11-home-sfg14-41-thin-light-laptop/p/itm8afd5eeca7e3b?pid=COMH3GFNEFQMQJHV&lid=LSTCOMH3GFNEFQMQJHVV7GSRK&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_36_858&otracker=browse&fm=organic&iid=en_kwPuXzPDRsPDFrX1FKHx40d_3Wmv1bLwJ1NcF1M4owof0ubhhY2q7gNbLv7Ka312vPvChaVvpibaj0gGPM-3-PUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=vddni65fk00000001730660411199,Flipkart,2.76,16,,719.88,239.0
HP,HP Pavilion 15,15-EH2050AU,AMD,Ryzen 5 Hexa Core,SSD,512,Windows 11 Home,,1920 x 1080 pixel,3.7,,Yes,2024-11-04 17:16:09,https://www.flipkart.com/hp-pavilion-15-amd-ryzen-5-hexa-core-13th-gen-ryzen-5625u-8-gb-512-gb-ssd-windows-11-home-15-eh2050au-laptop/p/itm46037f25afe5a?pid=COMGQDSFAETUJ5GG&lid=LSTCOMGQDSFAETUJ5GGRRVB8X&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_36_859&otracker=browse&fm=organic&iid=fecee960-1890-4fd0-b5db-de88792a7979.COMGQDSFAETUJ5GG.SEARCH&ppt=None&ppn=None&ssid=vddni65fk00000001730660411199,Flipkart,,8,4.0,689.99,33.0
HP,EQ2305AU,15S-EQ2305AU,AMD,Ryzen 5 Hexa Core,SSD,512,Windows 11 Home,,1920 * 1080 pixel,2.4,,Yes,2024-11-04 17:16:13,https://www.flipkart.com/hp-amd-ryzen-5-hexa-core-16-gb-512-gb-ssd-windows-11-home-15s-eq2305au-laptop/p/itm94b8bbcdcfe17?pid=COMGY5ZHWJ2ZP44A&lid=LSTCOMGY5ZHWJ2ZP44ANG7PO5&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_36_860&otracker=browse&fm=organic&iid=fecee960-1890-4fd0-b5db-de88792a7979.COMGY5ZHWJ2ZP44A.SEARCH&ppt=None&ppn=None&ssid=vddni65fk00000001730660411199,Flipkart,,16,,521.99,5.0
Lenovo,LOQ,15IRX9D2,Intel,Core i5,SSD,512,Windows 11 Home,,1920 x 1080 pixel,4.2,,Yes,2024-11-04 17:16:16,https://www.flipkart.com/lenovo-loq-intel-core-i5-13th-gen-13450hx-24-gb-512-gb-ssd-windows-11-home-6-graphics-15irx9d2-laptop/p/itmdd907001d6a14?pid=COMH3KMAAHGGRZH3&lid=LSTCOMH3KMAAHGGRZH3IMERH7&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_36_861&otracker=browse&fm=organic&iid=fecee960-1890-4fd0-b5db-de88792a7979.COMH3KMAAHGGRZH3.SEARCH&ppt=None&ppn=None&ssid=vddni65fk00000001730660411199,Flipkart,,24,,959.88,
ASUS,E1404GA-NK322WS,E1404GA-NK322WS,Intel,Core i3,SSD,512,Windows 11 Home,14.0,1920 x 1080 Pixel,4.2,12.78 x 8.42 x 0.7 inches,Yes,2024-11-04 17:16:19,https://www.flipkart.com/asus-vivobook-go-14-intel-core-i3-12th-gen-n305-8-gb-512-gb-ssd-windows-11-home-e1404ga-nk322ws-thin-light-laptop/p/itmcfc58cdcc4e42?pid=COMGZDQJEQFQFKBE&lid=LSTCOMGZDQJEQFQFKBEMUIEUC&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_36_862&otracker=browse&fm=organic&iid=fecee960-1890-4fd0-b5db-de88792a7979.COMGZDQJEQFQFKBE.SEARCH&ppt=None&ppn=None&ssid=vddni65fk00000001730660411199,Flipkart,3.04,8,,417.48,487.0
Lenovo,Ideapad Slim 3i,Ideapad Slim 3,Intel,Core i5,SSD,512,Windows 11 Home,,1920 x 1080$$Pixels pixel,3.6,12.66 x 8.33 x 0.78 inches,Yes,2024-11-04 17:16:23,https://www.flipkart.com/lenovo-ideapad-slim-3i-intel-core-i5-11th-gen-1155g7-8-gb-512-gb-ssd-windows-11-home-3-thin-light-laptop/p/itm05ba4c570ff39?pid=COMG5CM5GX4PHVZF&lid=LSTCOMG5CM5GX4PHVZFLSPCY9&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_36_863&otracker=browse&fm=organic&iid=fecee960-1890-4fd0-b5db-de88792a7979.COMG5CM5GX4PHVZF.SEARCH&ppt=None&ppn=None&ssid=vddni65fk00000001730660411199,Flipkart,,8,11.0,596.28,5.0
HP,14s-dy2507TU,14s - dy2507TU,Intel,Core i3,SSD,256,Windows 11 Home,,1920 x 1080 Pixel,4.3,12.8 x 8.5 x 0.67 inches,Yes,2024-11-04 17:16:26,https://www.flipkart.com/hp-14s-intel-core-i3-11th-gen-1115g4-8-gb-256-gb-ssd-windows-11-home-dy2507tu-thin-light-laptop/p/itm3c618978e7a4d?pid=COMGG63H9BFFUYVY&lid=LSTCOMGG63H9BFFUYVYLOOYXI&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_36_864&otracker=browse&fm=organic&iid=fecee960-1890-4fd0-b5db-de88792a7979.COMGG63H9BFFUYVY.SEARCH&ppt=None&ppn=None&ssid=vddni65fk00000001730660411199,Flipkart,3.11,8,,428.35,12701.0
ASUS,Vivobook 15,X515MA-BR022WS,Intel,Celeron Dual Core,SSD,512,Windows 10 Home,,1366 x 768 Pixels,3.8,14.18 x 9.25 x 0.78 inches,Yes,2024-11-04 17:16:28,https://www.flipkart.com/asus-vivobook-intel-celeron-dual-core-n4020-8-gb-512-gb-ssd-windows-10-home-x515ma-br022ws-thin-light-laptop/p/itm1ab681a591628?pid=COMGTYDFAGM3YXXG&lid=LSTCOMGTYDFAGM3YXXG5H4D7W&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_37_865&otracker=browse&fm=organic&iid=05208809-5d60-439b-8e8f-c1803971ba82.COMGTYDFAGM3YXXG.SEARCH&ppt=None&ppn=None&ssid=3aa01z7vzk0000001730660416098,Flipkart,3.97,8,,340.8,72.0
ASUS,X1504VA-NJ540WS,X1504VA-NJ540WS,Intel,Core i5,SSD,512,Windows 11 Home,15.6,1920 x 1080 Pixel,4.0,14.16 x 9.15 x 0.7 inches,Yes,2024-11-04 17:16:31,https://www.flipkart.com/asus-vivobook-15-intel-core-i5-13th-gen-1335u-16-gb-512-gb-ssd-windows-11-home-x1504va-nj540ws-thin-light-laptop/p/itm4b84262c1c23a?pid=COMH4CHFYZTU2XEX&lid=LSTCOMH4CHFYZTU2XEXDATUE4&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_37_866&otracker=browse&fm=organic&iid=05208809-5d60-439b-8e8f-c1803971ba82.COMH4CHFYZTU2XEX.SEARCH&ppt=None&ppn=None&ssid=3aa01z7vzk0000001730660416098,Flipkart,3.75,16,,658.4,
ASUS,Vivobook 15,X1504ZA-NJ321WS,Intel,Core i3,SSD,512,Windows 11 Home,15.6,1920 x 1080 pixel,4.3,,Yes,2024-11-04 17:16:34,https://www.flipkart.com/asus-vivobook-15-backlit-keyboard-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-x1504za-nj321ws-thin-light-laptop/p/itmbe5bbf6a5168b?pid=COMGT2ZXC24MFNFA&lid=LSTCOMGT2ZXC24MFNFAH8MFND&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_37_867&otracker=browse&fm=organic&iid=en_SaPZAt3jkoZc1Lw9QOIHydPIZWotPaQSz9XEPwHtfIOjaa4QIMDo1trvcKKABLxcVtibKrc7BGdyQiBUSgXAEPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=3aa01z7vzk0000001730660416098,Flipkart,,8,8.0,443.88,8030.0
SAMSUNG,NP750XGJ-LG4IN,NP750XGJ-LG4IN,Intel,Core i3,SSD,512,Windows 11 Home,15.6,1920 x 1080 Pixel,4.5,14.04 x 9.02 x 0.61 inches,Yes,2024-11-04 17:16:38,https://www.flipkart.com/samsung-galaxy-book4-metal-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-np750xgj-lg4in-thin-light-laptop/p/itm1ad811a174c21?pid=COMH4Y6KKRC9YSWE&lid=LSTCOMH4Y6KKRC9YSWERDUMZD&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_37_868&otracker=browse&fm=organic&iid=en_SaPZAt3jkoZc1Lw9QOIHydPIZWotPaQSz9XEPwHtfINHknzK-OIPaqBFwLF43aSk7pLhrNBRbSbk7J9sdJWM4PUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=3aa01z7vzk0000001730660416098,Flipkart,3.42,8,,455.88,739.0
ASUS,FX506LHB-HN358W,FX506LHB-HN358W,Intel,Core i5,SSD,512,Windows 11 Home,,1920 x 1080 Pixels,4.4,14.13 x 10.08 x 0.97 inches,Yes,2024-11-04 17:16:42,https://www.flipkart.com/asus-tuf-gaming-f15-intel-core-i5-10th-gen-10200h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-144-hz-fx506lhb-hn358w-laptop/p/itm780e45e05d3ff?pid=COMGF9Z7JYCFBKAP&lid=LSTCOMGF9Z7JYCFBKAPXYET0O&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_37_869&otracker=browse&fm=organic&iid=05208809-5d60-439b-8e8f-c1803971ba82.COMGF9Z7JYCFBKAP.SEARCH&ppt=None&ppn=None&ssid=3aa01z7vzk0000001730660416098,Flipkart,,8,,707.88,7103.0
Lenovo,IdeaPad Flex 5,14ITL05,Intel,Core i7,SSD,512,Windows 10 Home,,1920 x 1080 Pixels,4.4,,Yes,2024-11-04 17:16:45,https://www.flipkart.com/lenovo-ideapad-flex-5-intel-core-i7-11th-gen-16-gb-512-gb-ssd-windows-10-home-14itl05-2-1-laptop/p/itm507ec6d357052?pid=COMGYZQTXJYDQYRH&lid=LSTCOMGYZQTXJYDQYRHIHG0WP&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_37_870&otracker=browse&fm=organic&iid=05208809-5d60-439b-8e8f-c1803971ba82.COMGYZQTXJYDQYRH.SEARCH&ppt=None&ppn=None&ssid=3aa01z7vzk0000001730660416098,Flipkart,,16,10.0,1008.0,92.0
Lenovo,ThinkBook 16 G6,ThinkBook 16 G6 IRL 5,Intel,Core i3,SSD,512,Windows 11 Home,16.0,1920 x 1200 Pixel,4.3,14.02 x 9.98 x 0.69 inches,Yes,2024-11-04 17:16:48,https://www.flipkart.com/lenovo-thinkbook-16-g6-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-irl-5-thin-light-laptop/p/itmd7e1aca8d63e9?pid=COMGZGWUG25DHHWB&lid=LSTCOMGZGWUG25DHHWBIJL9SN&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_37_871&otracker=browse&fm=organic&iid=en_SaPZAt3jkoZc1Lw9QOIHydPIZWotPaQSz9XEPwHtfINnESzV7plt356CACtBRi8dyc2l-eMVXITNYngm8Q8lFfUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=3aa01z7vzk0000001730660416098,Flipkart,3.75,8,9.15,455.88,150.0
ASUS,X1504ZA-NJ521WS|X1504ZA-NJ520WS|X1504ZA-NJ528WS,X1504ZA-NJ521WS|X1504ZA-NJ520WS|X1504ZA-NJ528WS,Intel,Core i5,SSD,512,Windows 11 Home,15.6,1920 x 1080 Pixel,4.2,14.16 x 9.15 x 0.7 inches,Yes,2024-11-04 17:16:51,https://www.flipkart.com/asus-vivobook-15-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-x1504za-nj521ws-x1504za-nj520ws-x1504za-nj528ws-thin-light-laptop/p/itmff0e170cb596e?pid=COMHYWSWMFQQBCG3&lid=LSTCOMHYWSWMFQQBCG3ZA9JEY&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_37_872&otracker=browse&fm=organic&iid=en_SaPZAt3jkoZc1Lw9QOIHydPIZWotPaQSz9XEPwHtfIPUylVnYRymEGSTCD3FCUQZ14-OE3GL77tDnJVNaFUM7vUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=3aa01z7vzk0000001730660416098,Flipkart,3.75,8,,575.88,5020.0
Lenovo,Slim 6,14IRP8,Intel,Core i5,SSD,512,Windows 11 Home,14.0,1920 x 1200 Pixels,3.7,12.28 x 8.7 x 0.59 inches,Yes,2024-11-04 17:16:54,https://www.flipkart.com/lenovo-yoga-slim-6-wuxga-oled-intel-evo-core-i5-13th-gen-1340p-16-gb-512-gb-ssd-windows-11-home-14irp8-thin-light-laptop/p/itmd0a7d4eeb4e31?pid=COMGRU9ZGGCFFUZ3&lid=LSTCOMGRU9ZGGCFFUZ3WG5K9S&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_37_873&otracker=browse&fm=organic&iid=05208809-5d60-439b-8e8f-c1803971ba82.COMGRU9ZGGCFFUZ3.SEARCH&ppt=None&ppn=None&ssid=3aa01z7vzk0000001730660416098,Flipkart,,16,17.5,839.88,9.0
Lenovo,15IHU6,15IHU6,Intel,Core i5,SSD,512,Windows 11 Home,,1920 x 1080 Pixels,4.2,14.16 x 9.92 x 0.95 inches,Yes,2024-11-04 17:16:58,https://www.flipkart.com/lenovo-ideapad-gaming-3-intel-core-i5-11th-gen-11320h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-15ihu6-laptop/p/itmc4612af4ab758?pid=COMGSVFEDNZGYFY5&lid=LSTCOMGSVFEDNZGYFY5KUBHSA&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_37_874&otracker=browse&fm=organic&iid=05208809-5d60-439b-8e8f-c1803971ba82.COMGSVFEDNZGYFY5.SEARCH&ppt=None&ppn=None&ssid=3aa01z7vzk0000001730660416098,Flipkart,,8,,611.88,667.0
ASUS,X415EA-EK326WS,X415EA-EK326WS,Intel,Core i3,SSD,4096,Windows 11 Home,14.0,1920 x 1080 Pixels,4.3,12.81 x 8.5 x 0.78 inches,Yes,2024-11-04 17:17:01,https://www.flipkart.com/asus-vivobook-14-intel-core-i3-11th-gen-1115g4-8-gb-512-gb-ssd-windows-11-home-x415ea-ek326ws-thin-light-laptop/p/itma574eb8c64e14?pid=COMGR953ZASYNDKB&lid=LSTCOMGR953ZASYNDKBLKVSOU&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_37_875&otracker=browse&fm=organic&iid=05208809-5d60-439b-8e8f-c1803971ba82.COMGR953ZASYNDKB.SEARCH&ppt=None&ppn=None&ssid=3aa01z7vzk0000001730660416098,Flipkart,,8,,430.68,521.0
HP,841W6PA,841W6PA,AMD,Ryzen 3 Dual Core,SSD,512,DOS,15.6,1366 x 768 Pixel,3.8,12.76 x 8.86 x 0.7 inches,Yes,2024-11-04 17:17:04,https://www.flipkart.com/hp-g9-amd-ryzen-3-dual-core-3250u-8-gb-512-gb-ssd-dos-841w6pa-thin-light-laptop/p/itmc68ebbfeea14b?pid=COMGSYYSWMSN2N2Z&lid=LSTCOMGSYYSWMSN2N2ZZSINJD&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_37_876&otracker=browse&fm=organic&iid=05208809-5d60-439b-8e8f-c1803971ba82.COMGSYYSWMSN2N2Z.SEARCH&ppt=None&ppn=None&ssid=3aa01z7vzk0000001730660416098,Flipkart,3.24,8,3.0,335.99,120.0
ASUS,X1504ZA-NJ549WS,X1504ZA-NJ549WS,Intel,Core i5,SSD,512,Windows 11 Home,15.6,1920 x 1080 Pixel,4.2,,Yes,2024-11-04 17:17:07,https://www.flipkart.com/asus-vivobook-15-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-x1504za-nj549ws-thin-light-laptop/p/itma5d3e52e600b7?pid=COMHYG8ZPYAZAFTY&lid=LSTCOMHYG8ZPYAZAFTYUFI8OO&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_37_877&otracker=browse&fm=organic&iid=en_SaPZAt3jkoZc1Lw9QOIHydPIZWotPaQSz9XEPwHtfIPN9-OIFMRPp5uVaIhfjK-3PuNycM18Db6RPHPBaCfQ1vUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=3aa01z7vzk0000001730660416098,Flipkart,,16,,635.88,5020.0
MSI,Thin 15 B12UCX-1695IN,Thin 15 B12UCX-1695IN,Intel,Core i5,SSD,512,Windows 11 Home,15.6,1920 x 1080 Pixel,4.3,14.13 x 10.0 x 0.85 inches,Yes,2024-11-04 17:17:11,https://www.flipkart.com/msi-thin-15-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-144-hz-b12ucx-1695in-gaming-laptop/p/itm41b49435a187d?pid=COMGYSFG4WHPVAVZ&lid=LSTCOMGYSFG4WHPVAVZ6L3G5Q&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_37_878&otracker=browse&fm=organic&iid=en_SaPZAt3jkoZc1Lw9QOIHydPIZWotPaQSz9XEPwHtfIOGUrZr77TSiaxjMk4oMslGOREoTpTIgWzh0eXY8NMfA_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=3aa01z7vzk0000001730660416098,Flipkart,4.1,16,,575.88,916.0
DELL,Inspiron 5430,5430,Intel,Core i7,SSD,512,Windows 11 Home,,1920 X 1080 pixel,4.4,,Yes,2024-11-04 17:17:14,https://www.flipkart.com/dell-inspiron-intel-core-i7-13th-gen-i7-1355u-16-gb-512-gb-ssd-windows-11-home-5430-notebook/p/itmcc0795421ccb1?pid=COMGQQGXGUVUGVVZ&lid=LSTCOMGQQGXGUVUGVVZKKFCQR&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_37_879&otracker=browse&fm=organic&iid=05208809-5d60-439b-8e8f-c1803971ba82.COMGQQGXGUVUGVVZ.SEARCH&ppt=None&ppn=None&ssid=3aa01z7vzk0000001730660416098,Flipkart,,16,6.0,941.88,
Infinix,XL422,XL422,Intel,Core i3,SSD,512,Windows 11 Home,14.0,1920 x 1080 Pixel,4.1,12.73 x 0.58 x 8.31 inches,Yes,2024-11-04 17:17:18,https://www.flipkart.com/infinix-x3-slim-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-xl422-thin-light-laptop/p/itm4e3f6081b45c4?pid=COMGRSWXHJQWMUHG&lid=LSTCOMGRSWXHJQWMUHG3TJLCB&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_37_880&otracker=browse&fm=organic&iid=05208809-5d60-439b-8e8f-c1803971ba82.COMGRSWXHJQWMUHG.SEARCH&ppt=None&ppn=None&ssid=3aa01z7vzk0000001730660416098,Flipkart,2.73,8,,359.88,1586.0
