Laptop_Price,Laptop_Brand,Laptop_Colour,Laptop_Memory_GB,Laptop_Storage_GB,Laptop_Display_Size_in,Laptop_name,Laptop_Graphics,No_Of_Reviews,Rating_5,Processor_Company_Name,Storage_Type,Operating_System,Processor_Model
"$1,599.99",MSI,Blue,16,1024,14,Stealth,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra7 - STEALTH14A1068
"$1,649.00",MSI,Black,32,1024,13.3,Summit,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - SUME1314038
$309.99,Dell,Black,8,256,14,Refurbished,Intel UHD Graphics 620,14,4.4,Intel,SSD,Windows11, 8th Gen - 5400
$489.99,Dell,Gray,16,512,13.3,Latitude,No Graphics,1,5,Intel,SSD,Windows11, 10th Gen - 5310
"$3,299.99",ASUS,Off Black-Supernova Edition,32,1024,13.4,ROG Flow,No Graphics,24,3.6,AMD Ryzen,SSD,Windows11,AMD  9 - GV301QHXS98B
$469.99,HP,Silver,32,512,13.3,Refurbished,Intel UHD Graphics 620,11,4.5,Intel,SSD,Windows11, 10th Gen - 830 G7
$753.99,HP,Silver,16,256,14,No Model,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core i5 - 840 G8
$949.99,Dell,Black,32,2048,14,Latitude,No Graphics,1,3,Intel,SSD,Windows11, 12th Gen - 7430
$829.99,Microsoft,Platinum,8,256,13.5,Refurbished,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core i5 - GSRF DAG-00001
$859.99,HP,Gray,8,256,13.3,No Model,No Graphics,0,0 Reviews,AMD Ryzen,SSD,Windows11, 3 - 7P3C3UT#ABA
"$1,129.99",Lenovo,Grey,32,1024,16,Refurbished,NVIDIA GeForce RTX 4050,4,4.5,Intel,SSD,Windows11,  i9 - 83C00003US
"$1,479.99",Lenovo,Gray,16,256,14,ThinkPad,No Graphics,0,0 Reviews,Intel,SSD,Windows11, i5 with - 21HD0025US
"$1,665.99",Lenovo,Black,16,512,16,ThinkPad,No Graphics,0,0 Reviews,No Info,SSD,Windows11,No Info - 21HK0006US
$459.99,Acer,Black,8,128,11.6,TravelMate,No Graphics,0,0 Reviews,Intel,SSD,Windows11, with 8GB - NXVZ0AA004
"$1,199.99",Lenovo,Black,16,512,13.3,ThinkPad,No Graphics,0,0 Reviews,No Info,SSD,Windows11,No Info - 21FJ002CUS
$949.99,ASUS,Black,16,512,14,Vivobook,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - Q423SA-U5512
"$3,939.99",Dell,Gray,16,1024,16,Mobile Processor,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core i9 - JCJH4
$359.99,Dell,Black,16,512,14,Refurbished,Intel UHD Graphics 620,32,4.8,Intel,SSD,Windows11, 8th Gen - 5400
$829.99,Lenovo,Gray,16,256,14,ThinkPad,No Graphics,0,0 Reviews,AMD Ryzen,SSD,Windows11, 5 - 21JR0019US
"$1,037.50",HP,Gray,16,2048,15.6,Refurbished,NVIDIA Quadro P1000,3,4.3,Intel,SSD,Windows11, 8th Gen - Zbook 15 G5
$457.95,HP,Silver,32,1024,13.3,Refurbished,Intel UHD Graphics 620,2,4.5,Intel,SSD,Windows11, 8th Gen - 830 G5
"$1,403.99",Lenovo,Gray,16,512,14,ThinkPad,No Graphics,0,0 Reviews,No Info,SSD,Windows11,No Info - 21HD0028US
"$1,199.99",Lenovo,Black,16,256,15.6,ThinkPad,No Graphics,0,0 Reviews,Intel,SSD,Windows11, i5 16GB - 21H3001DUS
$296.99,HP,Silver,16,256,14,Elitebook,No Graphics,14,4,Intel,SSD,Windows11, I5 - 840G6.i5.16.256
"$1,339.99",Lenovo,Black,16,512,14,ThinkPad,No Graphics,0,0 Reviews,Intel,SSD,Windows11, i5 with - 21H1001SUS
$449.99,Lenovo,Blue,16,512,15.6,Ideapad,No Graphics,1,5,AMD Ryzen,SSD,Windows11, 7 5825U - 82SG00BLUS
"$1,279.99",Lenovo,Gray,16,256,13.3,ThinkPad X1,No Graphics,0,0 Reviews,Intel,SSD,Windows11, i5 with - 21EX0003US
"$3,299.99",Razer,Mercury,16,2048,16,Blade,NVIDIA GeForce RTX 4070,0,0 Reviews,Intel,SSD,Windows11, i9 HX - RZ09-0510SEM4-R3U1
"$1,899.99",MSI,Gray,16,512,16,Vector,No Graphics,0,0 Reviews,Intel,SSD,Windows11, 14th Gen - VECTOR16HX14246
"$1,359.99",Lenovo,Black,16,512,14,ThinkPad,No Graphics,0,0 Reviews,Intel,SSD,Windows11, i5 16GB - 21H3001FUS
$909.99,Lenovo,Black,16,512,14,ThinkPad,No Graphics,0,0 Reviews,AMD Ryzen,SSD,Windows11, 5 - 21JR0017US
"$1,599.99",HP,Gray,16,1024,14,OmniBook,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - 14-fh0013dx
$879.99,Microsoft,Black,8,256,13.5,Refurbished,No Graphics,2,3,Intel,SSD,Windows11, Core i5 - GSRF V4C-00022
$799.99,Microsoft,Blue,8,256,13.5,Refurbished,No Graphics,2,3,Intel,SSD,Windows11, Core i5 - GSRF V4C-00043
$439.99,Dell,Gray,16,256,15.6,Refurbished,Intel UHD Graphics 620,4,4.8,Intel,SSD,Windows11, 8th Gen - 5500
$899.99,HP,Silver,16,512,14,OmniBook,No Graphics,0,0 Reviews,Snapdragon,SSD,Windows11, X Plus - 14-fe1003dx
$641.99,Lenovo,Moss,12,512,14,Refurbished,No Graphics,10,3.3,Intel,SSD,Windows11, Evo Platform - GSRF 82BH0006US
"$1,499.99",Acer,Silver,16,512,14,Predator Triton,No Graphics,0,0 Reviews,Intel,SSD,Windows11, 13th Gen - PT14-51-78B4
"$1,699.99",MSI,Black,32,1024,14,Summit,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core i7 - SUME1413268
"$1,299.99",Lenovo,Gray,16,1024,15.3,Yoga,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core Ultra - 83HM0000US
$464.99,HP,Silver,16,512,14,Refurbished,No Graphics,4,5,Intel,SSD,Windows11, Core i5 - 840 G5
"$2,367.99",Lenovo,Gray,16,512,14,ThinkPad X1,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core i7 - 21HQ000CUS
"$1,249.99",Acer,Gray,16,1024,16,Swift X,NVIDIA GeForce RTX 3050,0,0 Reviews,AMD Ryzen,SSD,Windows11, 7 7840HS - SFX16-61G-R9VD
"$1,509.99",Lenovo,Gray,16,256,13.3,ThinkPad X1,No Graphics,0,0 Reviews,No Info,SSD,Windows11,No Info - 21F2000HUS
$699.99,Samsung,Black,16,512,13.3,Geek Squad Certi Refurbis Galaxy Book Flex2 Alpha,No Graphics,7,2.4,Intel,SSD,Windows11, Core i7 - GSRF NP730QDA-KA1US
$447.99,Dell,Black,16,1024,14,Latitude,No Graphics,12,4.3,Intel,SSD,Windows11, Core i5 - 7490
"$1,529.99",Lenovo,Black,16,512,15.6,ThinkPad,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core i7 - 21H3001HUS
$493.99,HP,Gray,32,512,14,Refurbished,No Graphics,4,5,Intel,SSD,Windows11, Core i5 - 840 G5
$413.79,HP,Silver,16,256,14,Refurbished,No Graphics,7,4.3,Intel,SSD,Windows11, Core i5 - 840 G5
$492.99,HP,Gray,16,1024,14,Refurbished,No Graphics,5,4.6,Intel,SSD,Windows11, Core i7 - 840 G3
"$1,249.99",MSI,Black,16,512,14,Summit,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core i5 - SUME14EVO12026
$498.99,HP,Gray,16,1024,14,Refurbished,No Graphics,9,4.3,Intel,SSD,Windows11, Core i5 - 840 G5
"$1,499.99",Acer,Gray,16,1024,14,Swift X,No Graphics,0,0 Reviews,Intel,SSD,Windows11, i7 - SFX14-71G-76LC
$458.99,Dell,Black,32,512,14,Latitude,No Graphics,1,5,Intel,SSD,Windows11, Core i5 - 7490
$538.99,HP,Gray,16,512,14,Refurbished,No Graphics,4,4.5,Intel,SSD,Windows11, Core i7 - 840 G5
$481.99,HP,Silver,32,512,14,Refurbished,No Graphics,10,4.5,Intel,SSD,Windows11, Core i7 - 840 G3
$323.99,Dell,Gray,8,512,14,Latitude,No Graphics,15,4.5,Intel,SSD,Windows11, Core i5 - 5480
$274.99,HP,Silver,8,256,14,Elitebook,No Graphics,1,5,Intel,SSD,Windows11, i5 - 840G6.8.256.Pro
$709.99,Dell,Gray,32,2048,15.6,Precision,No Graphics,2,1,Intel,SSD,Windows11, 9th Gen - Precision 3541
$334.99,HP,Refurbished,8,256,14,Elitebook,No Graphics,17,4.2,Intel,SSD,Windows11, i5 - X360.1040.G5.Pro
$291.99,HP,Silver,16,256,14,Elitebook,No Graphics,29,3.8,Intel,SSD,Windows11, i5 - 840G5.16.256.Pro
"$1,019.99",Microsoft,Platinum,8,256,15,Refurbished,No Graphics,0,0 Reviews,AMD Ryzen,SSD,Windows11, 5 - GSRF VGZ-00001
$409.99,Dell,Gray,16,256,14,Latitude,No Graphics,0,0 Reviews,Intel,SSD,Windows11, i5 - DL.5420.I5.1135G7.16.256.W10P
$339.99,HP,Silver,16,256,14,Elitebook,No Graphics,0,0 Reviews,Intel,SSD,Windows11, i5 - HP.840G7.I5.10310U.16.256.W10P
$449.99,Lenovo,Black,16,256,14,ThinkPad,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core i5 - LN.T14G2.I5.1145G7.16.256.W10P
$359.99,HP,Silver,16,256,14,Elitebook,No Graphics,0,0 Reviews,AMD Ryzen,SSD,Windows11, 5 - HP.845G8.R5P.16.256.W10P
$409.99,HP,Silver,16,256,14,Elitebook,No Graphics,0,0 Reviews,Intel,SSD,Windows11, i5 - HP.840G8.I5.1145G7.16.256.W10P
$259.99,HP,Silver,8,256,14,Elitebook,No Graphics,15,3.6,AMD Ryzen,SSD,Windows11, 7-3700U - 745G6.8.256.Pro
$353.99,Dell,Black,16,512,14,Refurbished,No Graphics,15,4.5,Intel,SSD,Windows11, Core i5 - BB5-31852
$469.99,Dell,Black,16,256,14,Refurbished,No Graphics,0,0 Reviews,Intel,SSD,Windows11, 10th Gen - 5410
$359.99,HP,Silver,8,256,14,Elitebook,No Graphics,0,0 Reviews,Intel,SSD,Windows11, i5 - HP.X3601040G6.I58365.8.256.10P
$219.99,Lenovo,Grey,4,512,14,Ideapad,No Graphics,0,0 Reviews,No Info,SSD,Windows11,No Info - 82LVX001US
$538.99,Dell,Black,32,512,14,Refurbished,No Graphics,0,0 Reviews,Intel,SSD,Windows11, 10th Gen - 5410
$719.00,Dell,Black,16,512,14,Refurbished,Intel Iris Xe Graphics,0,0 Reviews,Intel,SSD,Windows11, 11th Gen - 5420
$499.99,HP,Silver,16,256,14,Elitebook,No Graphics,0,0 Reviews,Intel,SSD,Windows11,Core i5-1145 - HP.X360830G8.I51145.16.256.10P
$583.99,HP,Gray,32,512,14,Refurbished,No Graphics,4,3,Intel,SSD,Windows11, Core i7 - 840 G5
$399.99,Lenovo,Black,16,256,14,Refurbished,No Graphics,0,0 Reviews,Intel,SSD,Windows11, 8th Gen - T490
$776.99,Dell,Black,32,1024,14,Refurbished,Intel Iris Xe Graphics,0,0 Reviews,Intel,SSD,Windows11, 11th Gen - 5420
$560.99,Dell,Black,16,256,14,Refurbished,Intel Iris Xe Graphics,0,0 Reviews,Intel,SSD,Windows11, 11th Gen - 5420
$481.99,Dell,Black,16,512,15.6,Latitude,No Graphics,23,4.3,Intel,SSD,Windows11, Core i5 - 5590-32764
$526.99,HP,Silver,16,512,14,Refurbished,Intel UHD Graphics 620,1,4,Intel,SSD,Windows11, 8th Gen - 840 G5
$309.99,HP,Black,16,256,14,Refurbished,No Graphics,53,4.3,Intel,SSD,Windows11, Core i5 - BB5-32872
$606.99,HP,Silver,32,1024,14,Refurbished,Intel UHD Graphics 620,4,4.3,Intel,SSD,Windows11, 8th Gen - 840 G5
$429.99,HP,Gray,32,256,14,Refurbished,No Graphics,0,0 Reviews,Intel,SSD,Windows11, i7 - HP.15G6.I7.9850H.32.256.W10P
$879.99,Microsoft,Sandstone,8,256,13.5,Refurbished,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core i5 - GSRF V4C-00064
$289.99,HP,Silver,8,256,13.3,Refurbished,No Graphics,27,3.9,Intel,SSD,Windows11, Core i5 - X360.1030.G2.RB
$833.99,Dell,Black,32,1024,15.6,Refurbished,No Graphics,0,0 Reviews,Intel,SSD,Windows11, 10th Gen - 5510
$299.99,Lenovo,Black,8,256,14,Refurbished,No Graphics,0,0 Reviews,Intel,SSD,Windows11, 7th Gen - T470S
$329.99,Dell,Gray,8,512,14,Refurbished,No Graphics,5,5,Intel,SSD,Windows11, 7th Gen - 5490
$359.99,Dell,Gray,16,512,14,Refurbished,No Graphics,15,4.5,Intel,SSD,Windows11, 7th Gen - 5490
$389.99,HP,Gray,32,512,14,Refurbished,No Graphics,0,0 Reviews,Intel,SSD,Windows11, i7 - HP.15UG5.I7.8650U.32.512.W10P
$890.99,Dell,Black,32,1024,15.6,Refurbished,Intel Iris Xe Graphics,0,0 Reviews,Intel,SSD,Windows11, 11th Gen - 5520
$697.99,Dell,Black,16,512,15.6,Refurbished,Intel Iris Xe Graphics,0,0 Reviews,Intel,SSD,Windows11, 11th Gen - 5520
$640.99,Dell,Black,16,512,15.6,Refurbished,Intel Iris Xe Graphics,0,0 Reviews,Intel,SSD,Windows11, 10th Gen - 5510
$583.99,Dell,Black,16,512,13.3,Refurbished,Intel Iris Xe Graphics,0,0 Reviews,Intel,SSD,Windows11, 11th Gen - 5320
$499.99,HP,Silver,16,256,14,Elitebook,No Graphics,0,0 Reviews,Intel,SSD,Windows11, i5 - HP.X3601040G7.I5103.16.256.10P
$429.99,HP,Silver,16,256,14,Refurbished,No Graphics,0,0 Reviews,Intel,SSD,Windows11, i5 - HP.FF14G7.I5.10310U.16.256.10P
$489.99,HP,Gray,16,256,14,Refurbished,No Graphics,0,0 Reviews,Intel,SSD,Windows11, i7 - HP.FF15G7.I7.10610U.16.256.10P
$835.00,HP,Silver,32,1024,14,Refurbished,No Graphics,0,0 Reviews,Intel,SSD,Windows11, 10th Gen - 840 G7
$409.99,Dell,Black,16,256,15.6,Refurbished,No Graphics,13,4.2,Intel,SSD,Windows11, Core i5 - BB5-32866
$509.99,HP,Gray,16,256,14,Refurbished,No Graphics,0,0 Reviews,Intel,SSD,Windows11, i7 - HP.FF15G8.I7.1185G7.16.256.10P
$489.99,HP,Gray,16,256,14,Refurbished,No Graphics,0,0 Reviews,Intel,SSD,Windows11, i5 - HP.FF14G8.I5.1145G7.16.256.10P
$503.99,Dell,Black,16,512,15.6,Refurbished,No Graphics,7,4.1,Intel,SSD,Windows11, Core i5 - BB5-32732
$379.99,HP,Gray,16,512,15.6,ProBook,No Graphics,5,3.6,Intel,SSD,Windows11, Core i5 - 650 G2
$302.29,Dell,Black,8,256,14,Latitude,No Graphics,4,4,Intel,SSD,Windows11, Core i5 - E5470-32425
"$1,119.00",HP,Silver,32,1024,14,Refurbished,Intel Iris Xe Graphics,0,0 Reviews,Intel,SSD,Windows11, 12th Gen - 840 G9
$923.86,HP,Silver,16,512,14,Refurbished,Intel Iris Xe Graphics,0,0 Reviews,Intel,SSD,Windows11, 12th Gen - 840 G9
$915.00,HP,Silver,32,1024,14,Refurbished,Intel Iris Xe Graphics,0,0 Reviews,Intel,SSD,Windows11, 11th Gen - 840 G8
$719.31,HP,Silver,16,512,14,Refurbished,Intel Iris Xe Graphics,0,0 Reviews,Intel,SSD,Windows11, 11th Gen - 440 G8
$310.99,HP,Gray,8,512,14,Refurbished,No Graphics,37,4.1,Intel,SSD,Windows11, Core i5 - 840 G3-32354
$481.99,Dell,Gray,16,512,15.6,Refurbished,No Graphics,2,3,Intel,SSD,Windows11, Core i7 - E5570
$639.99,Dell,Black,16,512,14,Latitude,No Graphics,0,0 Reviews,Intel,SSD,Windows11, 10th Gen - 7410
$269.99,HP,Silver,8,256,14,Elitebook,No Graphics,35,3.9,Intel,SSD,Windows11, I5 - 840G5.i5.8.256.Pro
$439.99,Dell,Black,16,512,15.6,Refurbished,No Graphics,13,3.8,Intel,SSD,Windows11, Core i5 - BB5-32865
$765.99,HP,Gray,32,1024,15.6,ZBook,No Graphics,0,0 Reviews,Intel,SSD,Windows11, 10th Gen - ZBook Firefly 15 G7
$719.31,HP,Silver,16,512,15.6,Refurbished,No Graphics,0,0 Reviews,Intel,SSD,Windows11, 10th Gen - 850 G7
$378.99,HP,Silver,16,256,15.6,Refurbished,Intel UHD Graphics 620,0,0 Reviews,Intel,SSD,Windows11, 7th Gen - 850 G5
$469.31,Dell,Black,16,512,14,Latitude,No Graphics,0,0 Reviews,Intel,SSD,Windows11, 9th Gen - 5401
$529.99,Dell,Black,32,512,14,Latitude,Intel UHD Graphics 620,0,0 Reviews,Intel,SSD,Windows11, 8th Gen - 5490
$945.99,HP,Gray,32,1024,15.6,ZBook,NVIDIA Quadro T1000,0,0 Reviews,Intel,SSD,Windows11, 10th Gen - ZBook Studio G7
"$1,079.00",HP,Silver,32,512,13.3,Refurbished,Intel Iris Xe Graphics,0,0 Reviews,Intel,SSD,Windows11, 13th Gen - 630 G10
$585.99,HP,Silver,16,512,13.3,Refurbished,Intel Iris Xe Graphics,0,0 Reviews,Intel,SSD,Windows11, 11th Gen - 830 G8
$755.99,HP,Silver,32,1024,13.3,Refurbished,Intel Iris Xe Graphics,0,0 Reviews,Intel,SSD,Windows11, 11th Gen - 830 G8
"$1,094.99",HP,Gray,16,2048,15.6,ZBook,NVIDIA Quadro T1000,0,0 Reviews,Intel,SSD,Windows11, 9th Gen - ZBook 15 G6
$915.00,HP,Gray,32,1024,15.6,ZBook,No Graphics,0,0 Reviews,Intel,SSD,Windows11, 10th Gen - ZBook Firefly 15 G7
$559.00,Dell,Black,32,512,15.6,Latitude,No Graphics,0,0 Reviews,Intel,SSD,Windows11, 7th Gen - 5580
$549.99,Dell,Gray,32,1024,15.6,Precision,Intel UHD Graphics 620,0,0 Reviews,Intel,SSD,Windows11, 8th Gen - Precision 3540
$549.99,Dell,Gray,32,1024,15.6,Latitude,Intel UHD Graphics 620,0,0 Reviews,Intel,SSD,Windows11, 8th Gen - 5500
"$1,259.99",Dell,Black,16,2048,17.3,Precision,NVIDIA Quadro P3200,0,0 Reviews,Intel,SSD,Windows11, 8th Gen - Precision 7730
$946.59,Dell,Gray,32,1024,15.6,Precision,No Graphics,0,0 Reviews,Intel,SSD,Windows11, 10th Gen - Precision 3551
$419.99,HP,Silver,16,256,14,Refurbished,Intel UHD Graphics 620,0,0 Reviews,Intel,SSD,Windows11, 8th Gen - 840 G6
$675.99,HP,Silver,16,512,14,EliteBook 840 G8,Intel Iris Xe Graphics,0,0 Reviews,Intel,SSD,Windows11, 11th Gen - 840 G8
$445.99,HP,Gray,16,500,14,Refurbished,No Graphics,11,3.7,Intel,SSD,Windows11, Core i7 - 840 G3-32230
$899.99,HP,Gray,32,1024,15.6,ZBook,NVIDIA Quadro T1000,0,0 Reviews,Intel,SSD,Windows11, 9th Gen - ZBook 15 G6
$867.04,HP,Gray,32,1024,15.6,ZBook,No Graphics,0,0 Reviews,Intel,SSD,Windows11, 8th Gen - ZBook 15U G6
$544.99,Dell,Black,32,512,14,Refurbished,Intel UHD Graphics 620,30,4.8,Intel,SSD,Windows11, 8th Gen - 5400
$685.99,HP,Silver,32,512,15.6,ZBook,Intel UHD Graphics 620,0,0 Reviews,Intel,SSD,Windows11, 8th Gen - ZBook 15U G5
$593.99,Dell,Silver,32,512,14,Precision,No Graphics,1,2,Intel,SSD,Windows11, Core I7 - 5540.i7.32.512
$359.99,Dell,Black,16,256,14,Refurbished,Intel UHD Graphics 620,6,5,Intel,SSD,Windows11, 8th Gen - 7490
$475.99,Dell,Black,16,512,13.3,Refurbished,Intel UHD Graphics 620,16,4.6,Intel,SSD,Windows11, 8th Gen - 5300 2-in-1
$583.99,Dell,Black,32,512,15.6,Refurbished,No Graphics,7,4.7,Intel,SSD,Windows11, 6th Gen - PRECISION 7520
$514.77,HP,Silver,16,512,15.6,Refurbished,Intel UHD Graphics 620,0,0 Reviews,Intel,SSD,Windows11, 8th Gen - 850 G6
"$1,059.99",Dell,Silver,32,2048,15.6,Refurbished,NVIDIA Quadro T1000,10,4.5,Intel,SSD,Windows11, 9th Gen - Precision 7540
$591.99,Dell,Black,16,512,15.6,Precision,No Graphics,7,3.6,Intel,SSD,Windows11, Core i7 - PRECISION 7510-32297
$291.49,Dell,Black,16,256,14,Latitude,No Graphics,7,3,Intel,SSD,Windows11, I5 - 7490.i5.16.256
$469.99,HP,Silver,16,512,15.6,Refurbished,Intel UHD Graphics 620,10,4.8,Intel,SSD,Windows11, 8th Gen - 850 G5
$505.99,Refurbished,Silver,16,512,14,Refurbished,No Graphics,2,4.5,Intel,SSD,Windows11,Core i5-10310 - EliteBook 840 G7
$366.99,HP,Silver,16,256,14,Refurbished,Intel UHD Graphics 620,4,4.8,Intel,SSD,Windows11, 8th Gen - 640 G4
$309.99,Lenovo,Black,16,256,14,Refurbished,No Graphics,11,4.1,Intel,SSD,Windows11, 6th Gen - T470
$674.99,Dell,Gray,32,512,15.6,Refurbished,Intel UHD Graphics 620,1,4,Intel,SSD,Windows11, 8th Gen - 5500
"$1,399.99",MSI,Black,16,512,15.6,Stealth,NVIDIA GeForce RTX 4060,0,0 Reviews,Intel,SSD,Windows11, 13th Gen - STEALTH1513038
$569.99,Dell,Black,32,1024,14,Refurbished,Intel UHD Graphics 620,19,4.3,Intel,SSD,Windows11, 8th Gen - 7400
$809.99,Dell,Black,32,2048,14,Refurbished,Intel Iris Xe Graphics,7,4.6,Intel,SSD,Windows11, 11th Gen - 7420
$484.99,HP,Silver,16,512,13.3,Refurbished,Intel UHD Graphics 620,13,4.8,Intel,SSD,Windows11, 8th Gen - 830 G6
$889.99,HP,Silver,32,1024,15.6,Refurbished,NVIDIA Quadro P1000,1,5,Intel,SSD,Windows11, 8th Gen - ZBook Studio G5
$384.99,HP,Silver,16,512,13.3,Refurbished,No Graphics,24,4.4,Intel,SSD,Windows11, 8th Gen - 830 G5
$529.99,HP,Silver,16,512,13.3,Refurbished,Intel UHD Graphics 620,5,4.8,Intel,SSD,Windows11, 8th Gen - 830 G6
$441.99,HP,Gray,16,256,14,Refurbished,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core i5 - 840 G5
$799.99,Dell,Silver,32,512,15.6,Refurbished,NVIDIA Quadro T1000,3,3.3,Intel,SSD,Windows11, 9th Gen - Precision 5540
$659.99,Dell,Black,32,2048,14,Refurbished,Intel UHD Graphics 620,8,4.1,Intel,SSD,Windows11, 8th Gen - 7400
$617.99,Dell,Gray,32,512,15.6,Refurbished,No Graphics,7,3.4,Intel,SSD,Windows11, 9th Gen - Precision 3541
$547.99,HP,Silver,32,1024,13.3,Refurbished,Intel UHD Graphics 620,21,4.2,Intel,SSD,Windows11, 8th Gen - 830 G6
"$1,149.99",Dell,Black,32,1024,17.3,Refurbished,NVIDIA Quadro P3200,2,3,Intel,SSD,Windows11, 8th Gen - Precision 7730
$532.99,HP,Silver,32,1024,14,Refurbished,No Graphics,5,4.2,Intel,SSD,Windows11, 8th Gen - 840 G6
$502.99,Dell,Black,16,512,13.3,Refurbished,Intel UHD Graphics 620,1,5,Intel,SSD,Windows11, 8th Gen - 7300
$489.99,Dell,Black,16,512,14,Refurbished,Intel UHD Graphics 620,1,4,Intel,SSD,Windows11, 8th Gen - 7400
$636.99,Lenovo,Silver,16,512,15.6,Refurbished,Intel UHD Graphics 620,3,3.3,Intel,SSD,Windows11, 10th Gen - ThinkBook 15 IML
$547.99,HP,Silver,32,1024,13.3,Refurbished,Intel UHD Graphics 620,12,3.8,Intel,SSD,Windows11, 8th Gen - 830 G6
$379.99,Dell,Gray,16,512,14,Refurbished,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core i5 - 7490
$456.99,HP,Silver,16,512,13.3,Refurbished,No Graphics,6,3.7,Intel,SSD,Windows11, 8th Gen - 830 G5
$489.99,Dell,Black,16,512,14,Refurbished,Intel UHD Graphics 620,3,3.3,Intel,SSD,Windows11, 8th Gen - 7400
$259.99,Dell,Black,16,256,14,Latitude,No Graphics,0,0 Reviews,Intel,SSD,Windows11, i5 - DL.7490.I5.8350U.16.256.W10P
$509.99,Lenovo,Black,16,512,14,ThinkPad,No Graphics,0,0 Reviews,Intel,SSD,Windows11, i5 - LN.T14G3.I5.1250P.16.256.W11P
$389.00,Lenovo,Black,16,256,14,ThinkPad,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core i5 - LN.T14G1.I5.10310U.16.256.W10P
$419.99,Lenovo,Grey,8,512,16,Flex,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core i7 - 82R80022US
$559.99,HP,Gray,16,512,15.6,Pavilion,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core i7 - HP.15TEG300.I71355U.16.512.11P
$549.99,Lenovo,Silver,16,256,13.3,ThinkPad X1,No Graphics,0,0 Reviews,Intel,SSD,Windows11, Core i5 - LN.X13YG2.I5.1145G7.16.256.10P
$384.99,HP,Silver,16,512,13.3,Refurbished,No Graphics,2,2,Intel,SSD,Windows11, 8th Gen - 830 G5
$252.99,Acer,Gray,4,512,13.3,Chromebook,No Graphics,0,0 Reviews,No Info,SSD,Windows11,No Info - NX.AA5AA.004
$499.99,Dell,Gray,16,512,15.6,Refurbished,No Graphics,0,0 Reviews,Intel,SSD,Windows11, 9th Gen - 5501
$799.99,Dell,Black,32,1024,15.6,Refurbished,No Graphics,0,0 Reviews,Intel,SSD,Windows11, 9th Gen - 5501
$378.99,HP,Silver,16,256,15.6,Refurbished,No Graphics,0,0 Reviews,Intel,SSD,Windows11, 7th Gen - 850 G4
$449.99,HP,Silver,16,512,14,Refurbished,No Graphics,0,0 Reviews,Intel,SSD,Windows11, 8th Gen - 840 G6
$999.99,Dell,Silver,16,512,14,Alienware x14,NVIDIA GeForce RTX 4050,7,3.9,Intel,SSD,Windows11, Core i7 - AWX14R2-7746SLV-PUS
$899.99,MSI,Black,16,512,14,Cyborg,NVIDIA GeForce RTX 4060,5,5,Intel,SSD,Windows11, Core i7 - CYBORG1413018
"$1,999.00",Apple,Black,18,512,16,MacBook Pro,No Graphics,674,4.9,Apple,SSD,Mac OS,M3 Pro chip Built for Apple - MRW13LL/A
"$1,299.00",Apple,Gray,8,512,14,MacBook Pro,No Graphics,718,4.8,Apple,SSD,Mac OS,M3 chip Built for Apple ligence - MTL73LL/A
"$1,399.00",Apple,Midnight,16,512,13-inch,MacBook Air,No Graphics,460,4.9,Apple,SSD,Mac OS,M3 chip Built for Apple ligence - MXCV3LL/A
"$1,699.00",Apple,Gray,16,1024,14-inch,MacBook Pro,No Graphics,34,4.9,Apple,SSD,Mac OS,M3 chip Built for Apple ligence - MXE03LL/A
$328.99,Lenovo,Blue,8,64eMMC,15.6,Flex,No Graphics,515,4.6,No Info,eMMC,Windows11,No Info - 82T30012US
"$1,299.00",Apple,Midnight,8,256,15-inch,MacBook Air,No Graphics,466,4.9,Apple,SSD,Mac OS,M3 chip Built for Apple ligence - MRYU3LL/A
"$1,099.99",HP,Silver,16,1024,14,Envy,No Graphics,276,4.8,Intel,SSD,Windows11, Core Ultra - 14-fc0023dx
"$2,049.99",ASUS,White,32,512,16,ROG Zephyrus,No Graphics,40,4.7,No Info,SSD,Windows11,No Info - GA605WI-G16.R94070
$999.99,Lenovo,Grey,16,512,15.6,LOQ,NVIDIA GeForce RTX 4060,40,4.5,AMD Ryzen,SSD,Windows11, 7 7435HS - 83JC0000US
